,text,start,duration
469,triple quotes. So. We delete this. ,1900.0,4.0
470,"Now we add three quotes, so 1, 2, 3, there you go, ",1904.0,4.0
471,"So, we have three quotes to start our string and three ",1908.0,4.0
472,to terminate it. Again these quotes can be single or double quotes. ,1912.0,4.0
473,"Okay? Now, with this we can define a string that spans ",1916.0,4.0
474,"multiple lines. For example, we can say Hi Jon ",1920.0,4.0
475,"here is our first email to you. Thank you, ",1924.0,4.0
476,The Support Team. Like that.,1928.0,4.0
477,"Now, let's run this program and here's the",1932.0,4.0
478,"result. So, we get this beautiful multi line",1936.0,4.0
479,string. Now let's change this back to something simple ,1940.0,4.0
480,"so, we can look at other characteristics of strings and Python. ",1944.0,4.0
481,So I'm going to use single quotes and set the course name to Python,1948.0,4.0
482,for Beginners. Now here we're going to use square ,1952.0,4.0
483,brackets to get a character and a given index in this string. ,1956.0,4.0
484,Let me show you. So to get the first character we use square brackets ,1960.0,4.0
485,and type 0. So the index of the first character ,1964.0,4.0
486,"in the string is 0. In other words, this is how Python",1968.0,4.0
487,"strings are indexed. 0, 1, 2, 3, 4, etc. ",1972.0,4.0
488,"So the index of the first character is 0, the second character is",1976.0,4.0
489,"1, and so on. So let me delete this and run this program",1980.0,4.0
490,we get p. We can also use a negative ,1984.0,4.0
491,index here. And this is one of the features that we don't have in other programming languages ,1988.0,4.0
492,as far as I know. So we have negative index we can get the characters,1992.0,4.0
493,"started from the end. So if I pass negative 1 here, ",1996.0,4.0
494,Assuming that 0 is the index of the first character ,2000.0,4.0
495,negative 1 is the index of the last character. So when we run ,2004.0,4.0
496,"this program we should see s. Let's run it, there you go,",2008.0,4.0
497,"we get s, if we pass negative 2, this will return",2012.0,4.0
498,"the second character from the end. Let's run it one more time, ",2016.0,4.0
499,now we get R because that is the second character from the end. ,2020.0,4.0
500,Okay? So place close attention to this square brackets syntax ,2024.0,4.0
501,because quite often it's the topic for online Python tests ,2028.0,4.0
502,"or university exams, so if you're preparing for a python test, ",2032.0,4.0
503,make sure to watch this tutorial one more time and understand exactly how,2036.0,4.0
504,"this square brackets syntax works, we can also use a similar ",2040.0,4.0
505,syntax to extract a few characters instead of 1 character. ,2044.0,4.0
506,"For example, if we type 0, ",2048.0,4.0
507,"colon 3, Python interpreter will return all the characters",2052.0,4.0
508,starting with this index all the way to this,2056.0,4.0
509,"second index, but it does not return the character at this index. ",2060.0,4.0
510,"In other words, back to these indexes ",2064.0,4.0
511,"so you have 0, 1, 2, 3, and so on. When you run this program. ",2068.0,4.0
512,Python interpreter will return the characters starting from the,2072.0,4.0
513,"index 0 all the way to index 3, ",2076.0,4.0
514,"but excludes the character and index 3, ",2080.0,4.0
515,"so when we run this Python program we're going to see pint (?). Let me show you, so we're going to",2084.0,4.0
516,"delete this line, run this program, there you go. ",2088.0,4.0
517,We get pint. Now here we also have default values for,2092.0,4.0
518,the start and end index. So if we don't supply ,2096.0,4.0
519,"the end index, Python will return all the characters to the end of the string. ",2100.0,4.0
520,"Let's take a look. So run this program, there you go,",2104.0,4.0
521,"Python for Beginners. But if you change the start index to 1, ",2108.0,4.0
522,this will exclude the first character so when we,2112.0,4.0
523,"run this program, we see ython so p is removed. ",2116.0,4.0
524,Okay? Now similarly we have a default value for the,2120.0,4.0
525,"start index, so if we don't supply the start index ",2124.0,4.0
526,but add an end index like 5. Python interpreter will assume ,2128.0,4.0
527,"0 as the start index, so, let's run",2132.0,4.0
528,"this program, there you go, we get pytho. ",2136.0,4.0
529,Now what if we leave both the start and end,2140.0,4.0
530,"index? Well, I told you? Now in this case 0 will be assumed",2144.0,4.0
531,"as the start index, and the length of the string will assume",2148.0,4.0
532,"as the end index. So with this syntax, you can basically copy",2152.0,4.0
533,"or clone a string. In other words, if I define",2156.0,4.0
534,"another variable here, let's call it another and set it to course ",2160.0,4.0
535,"square brackets with just a colon, now this expression will",2164.0,4.0
536,return all the characters in the course variable so,2168.0,4.0
537,"variable will be copy of our first variable. Let's take a look, so, ",2172.0,4.0
538,"let's print another, and load our",2176.0,4.0
539,"program there you go, we get Python for beginners. So once again",2180.0,4.0
540,the square bracket syntax is pretty important if you're preparing for online,2184.0,4.0
541,"python tests, or college exams, make sure to watch this tutorial again. ",2188.0,4.0
542,Now here's a little exercise for you. I'm going to delete all this code ,2192.0,4.0
543,"define a variable, called name, and set it to Jennifer. ",2196.0,4.0
544,Now when we print name ,2200.0,4.0
545,of 1: negative 1,2204.0,4.0
546,what do you think we're going to see on the terminal? I want you to use your knowledge ,2208.0,4.0
547,"to tell what we're going to see on the terminal, we're now running this program. So",2212.0,4.0
548,"pause the video, think about it for a few seconds, then come back and continue watching. ",2216.0,4.0
549,So this expression will return the characters starting from ,2224.0,4.0
550,index 1 which is the second character,2228.0,4.0
551,"all the way to the first character from the end, but excluding",2232.0,4.0
552,"the character at this index. In this case, the first character from the",2236.0,4.0
553,"in is r, so r will be excluded, in other words we're going to see",2240.0,4.0
554,all the characters starting from e all the way ,2244.0,4.0
555,to the second e. Let's take a look. So I'm going to run this program ,2248.0,4.0
556,"there you go. This is what we get, ",2252.0,4.0
557,I hope you guessed it right. ,2256.0,4.0
558,"In this tutorial, we're going to look at ",2260.0,4.0
559,formatted strings in Python programming language. Formatted strings are,2264.0,4.0
560,particularly useful in situations where you dynamically generate some,2268.0,4.0
561,text with your variables. Let me show you. Let's say we have two variables ,2272.0,4.0
562,first name and last name. So first we set this to,2276.0,4.0
563,"John, and last we set this to Smith. Now it's better",2280.0,4.0
564,"to call these variables first name and last name, because they're more",2284.0,4.0
565,descriptive. But here I'm using shorter names because I want you to see the entire code on display ,2288.0,4.0
566,"screen. So let's say with these two variables, we want to generate",2292.0,4.0
567,"some text like this. Jon, in square brackets ",2296.0,4.0
568,Smith is a coder. Let's say we want to print this on,2300.0,4.0
569,"the terminal. How do we do this? Well, we define another variable ",2304.0,4.0
570,"like message, now here we add the first name, ",2308.0,4.0
571,"now we need to concatenate this, with a string that contains a space ",2312.0,4.0
572,"and a square bracket next we need to add a last name, ",2316.0,4.0
573,then we need to add a string that contains,2320.0,4.0
574,the closing square brackets followed by is a coder,2324.0,4.0
575,"okay? So, then, ",2328.0,4.0
576,if you print message and run this program ,2332.0,4.0
577,"to see John Smith is a coder, right? Now, ",2336.0,4.0
578,"while this approach perfectly works, it's not ideal ",2340.0,4.0
579,because as our text gets more complicated it becomes harder to,2344.0,4.0
580,"visualize the output. So someone else reading this code, they have to ",2348.0,4.0
581,visualize all the string concatenations in their head. This is where we use,2352.0,4.0
582,"formatted strings, they make it easier for us to visualize the output. So, ",2356.0,4.0
